govid,year,fips,county.x,state,seats_total,seats_dem,seats_rep,source,seats_oth,elecdate,demshare_council,abb,seats_tot,partisan_prop,duplicate,demshare_council2,dem_control,govid_state,govid_county,county.y,fips_state,fips_county,interpolation_gap,population_actual,population_est
11031,2015,13063,Clayton,Georgia,5,5,0,RP,0,NA,1,GA,5,1,FALSE,1,1,11,31,CLAYTON,13,63,NA,NA,276122.3333
11031,2016,13063,Clayton,Georgia,5,5,0,RP,0,NA,1,GA,5,1,FALSE,1,1,11,31,CLAYTON,13,63,NA,279462,279462
11033,1985,13067,Cobb,GA,5,2,3,CW_newspapers,NA,NA,0.4,GA,5,1,FALSE,0.4,0,11,33,COBB,13,67,1,354289,354289
11033,1986,13067,Cobb,GA,5,2,3,CW_newspapers,NA,NA,0.4,GA,5,1,FALSE,0.4,0,11,33,COBB,13,67,2,392441,392441
11033,1987,13067,Cobb,GA,5,1,4,CW_newspapers,NA,NA,0.2,GA,5,1,FALSE,0.2,0,11,33,COBB,13,67,NA,NA,408870.5
11033,1988,13067,Cobb,GA,5,1,4,CW_newspapers,NA,NA,0.2,GA,5,1,FALSE,0.2,0,11,33,COBB,13,67,2,425300,425300
11033,1989,13067,Cobb,GA,5,1,4,CW_newspapers,NA,NA,0.2,GA,5,1,FALSE,0.2,0,11,33,COBB,13,67,NA,NA,436522.5
11033,1990,13067,Cobb,GA,5,1,4,CW_newspapers,NA,NA,0.2,GA,5,1,FALSE,0.2,0,11,33,COBB,13,67,4,447745,447745
11033,1991,13067,Cobb,GA,5,1,4,CW_newspapers,NA,NA,0.2,GA,5,1,FALSE,0.2,0,11,33,COBB,13,67,NA,NA,455498.5
11033,1992,13067,Cobb,GA,5,1,4,CW_newspapers,NA,NA,0.2,GA,5,1,FALSE,0.2,0,11,33,COBB,13,67,NA,NA,463252
11033,1993,13067,Cobb,GA,5,1,4,CW_newspapers,NA,NA,0.2,GA,5,1,FALSE,0.2,0,11,33,COBB,13,67,NA,NA,471005.5
11033,1994,13067,Cobb,GA,5,1,4,CW_newspapers,NA,NA,0.2,GA,5,1,FALSE,0.2,0,11,33,COBB,13,67,2,478759,478759
11033,1995,13067,Cobb,GA,5,1,4,CW_newspapers,NA,NA,0.2,GA,5,1,FALSE,0.2,0,11,33,COBB,13,67,NA,NA,508795.5
11033,1996,13067,Cobb,GA,5,1,4,CW_newspapers,NA,NA,0.2,GA,5,1,FALSE,0.2,0,11,33,COBB,13,67,2,538832,538832
11033,1997,13067,Cobb,GA,5,0,5,CW_newspapers,NA,NA,0,GA,5,1,FALSE,0,0,11,33,COBB,13,67,NA,NA,552517.5
11033,1998,13067,Cobb,GA,5,0,5,CW_newspapers,NA,NA,0,GA,5,1,FALSE,0,0,11,33,COBB,13,67,2,566203,566203
11033,1999,13067,Cobb,GA,5,0,5,CW_newspapers,NA,NA,0,GA,5,1,FALSE,0,0,11,33,COBB,13,67,NA,NA,586977
11033,2000,13067,Cobb,GA,5,0,5,CW_newspapers,NA,NA,0,GA,5,1,FALSE,0,0,11,33,COBB,13,67,2,607751,607751
11033,2001,13067,Cobb,GA,5,0,5,CW_newspapers,NA,NA,0,GA,5,1,FALSE,0,0,11,33,COBB,13,67,NA,NA,629618
11033,2002,13067,Cobb,GA,5,0,5,CW_newspapers,NA,NA,0,GA,5,1,FALSE,0,0,11,33,COBB,13,67,3,651485,651485
11033,2003,13067,Cobb,GA,5,0,5,CW_newspapers,NA,NA,0,GA,5,1,FALSE,0,0,11,33,COBB,13,67,NA,NA,655596
11033,2004,13067,Cobb,GA,5,0,5,CW_newspapers,NA,NA,0,GA,5,1,FALSE,0,0,11,33,COBB,13,67,NA,NA,659707
11033,2005,13067,Cobb,GA,5,1,4,CW_newspapers,NA,NA,0.2,GA,5,1,FALSE,0.2,0,11,33,COBB,13,67,1,663818,663818
11033,2006,13067,Cobb,GA,5,1,4,CW_newspapers,NA,NA,0.2,GA,5,1,FALSE,0.2,0,11,33,COBB,13,67,1,679325,679325
11033,2007,13067,Cobb,GA,5,1,4,CW_newspapers,NA,NA,0.2,GA,5,1,FALSE,0.2,0,11,33,COBB,13,67,3,691905,691905
11033,2008,13067,Cobb,GA,5,1,4,CW_newspapers,NA,NA,0.2,GA,5,1,FALSE,0.2,0,11,33,COBB,13,67,NA,NA,690629.3333
11033,2009,13067,Cobb,GA,5,1,4,CW_newspapers,NA,NA,0.2,GA,5,1,FALSE,0.2,0,11,33,COBB,13,67,NA,NA,689353.6667
11033,2010,13067,Cobb,GA,5,1,4,CW_newspapers,NA,NA,0.2,GA,5,1,FALSE,0.2,0,11,33,COBB,13,67,6,688078,688078
11033,2011,13067,Cobb,GA,5,1,4,CW_newspapers,NA,NA,0.2,GA,5,1,FALSE,0.2,0,11,33,COBB,13,67,NA,NA,698090
11033,2012,13067,Cobb,GA,5,1,4,CW_newspapers,NA,NA,0.2,GA,5,1,FALSE,0.2,0,11,33,COBB,13,67,NA,NA,708102
11033,2013,13067,Cobb,GA,5,1,4,CW_newspapers,NA,NA,0.2,GA,5,1,FALSE,0.2,0,11,33,COBB,13,67,NA,NA,718114
11033,2014,13067,Cobb,GA,5,1,4,CW_newspapers,NA,NA,0.2,GA,5,1,FALSE,0.2,0,11,33,COBB,13,67,NA,NA,728126
11033,2015,13067,Cobb,Georgia,5,1,4,RP,0,NA,0.2,GA,5,1,FALSE,0.2,0,11,33,COBB,13,67,NA,NA,738138
11033,2016,13067,Cobb,Georgia,5,1,4,RP,0,NA,0.2,GA,5,1,FALSE,0.2,0,11,33,COBB,13,67,NA,748150,748150
11036,2001,13073,Columbia,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,36,COLUMBIA,13,73,NA,NA,92123
11036,2002,13073,Columbia,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,36,COLUMBIA,13,73,3,94958,94958
11036,2003,13073,Columbia,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,36,COLUMBIA,13,73,NA,NA,97909.33333
11036,2004,13073,Columbia,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,36,COLUMBIA,13,73,NA,NA,100860.6667
11036,2005,13073,Columbia,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,36,COLUMBIA,13,73,1,103812,103812
11036,2006,13073,Columbia,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,36,COLUMBIA,13,73,1,106887,106887
11036,2007,13073,Columbia,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,36,COLUMBIA,13,73,3,109100,109100
11036,2008,13073,Columbia,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,36,COLUMBIA,13,73,NA,NA,114084.3333
11036,2009,13073,Columbia,Georgia,5,0,5,RP,0,NA,0,GA,5,1,FALSE,0,0,11,36,COLUMBIA,13,73,NA,NA,119068.6667
11036,2010,13073,Columbia,Georgia,5,0,5,RP,0,NA,0,GA,5,1,FALSE,0,0,11,36,COLUMBIA,13,73,6,124053,124053
11036,2011,13073,Columbia,Georgia,5,0,5,RP,0,NA,0,GA,5,1,FALSE,0,0,11,36,COLUMBIA,13,73,NA,NA,127952.5
11036,2012,13073,Columbia,Georgia,5,0,5,RP,0,NA,0,GA,5,1,FALSE,0,0,11,36,COLUMBIA,13,73,NA,NA,131852
11036,2013,13073,Columbia,Georgia,5,0,5,RP,0,NA,0,GA,5,1,FALSE,0,0,11,36,COLUMBIA,13,73,NA,NA,135751.5
11036,2014,13073,Columbia,Georgia,5,0,5,RP,0,NA,0,GA,5,1,FALSE,0,0,11,36,COLUMBIA,13,73,NA,NA,139651
11036,2015,13073,Columbia,Georgia,5,0,5,RP,0,NA,0,GA,5,1,FALSE,0,0,11,36,COLUMBIA,13,73,NA,NA,143550.5
11036,2016,13073,Columbia,Georgia,5,0,5,RP,0,NA,0,GA,5,1,FALSE,0,0,11,36,COLUMBIA,13,73,NA,147450,147450
11044,1987,13089,DeKalb,Georgia,7,5,2,CW_newspapers,NA,NA,0.714285714,Georgia,7,1,FALSE,0.714285714,1,11,44,DEKALB,13,89,NA,NA,537016
11044,1988,13089,DeKalb,Georgia,7,5,2,CW_newspapers,NA,NA,0.714285714,Georgia,7,1,FALSE,0.714285714,1,11,44,DEKALB,13,89,2,544700,544700
11044,1989,13089,DeKalb,Georgia,7,6,1,CW_newspapers,NA,NA,0.857142857,Georgia,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,NA,NA,545268.5
11044,1990,13089,DeKalb,Georgia,7,6,1,CW_newspapers,NA,NA,0.857142857,Georgia,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,4,545837,545837
11044,1991,13089,DeKalb,Georgia,7,6,1,CW_newspapers,NA,NA,0.857142857,Georgia,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,NA,NA,550257
11044,1992,13089,DeKalb,Georgia,7,6,1,CW_newspapers,NA,NA,0.857142857,Georgia,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,NA,NA,554677
11044,1993,13089,DeKalb,Georgia,7,6,1,CW_newspapers,NA,NA,0.857142857,Georgia,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,NA,NA,559097
11044,1994,13089,DeKalb,Georgia,7,6,1,CW_newspapers,NA,NA,0.857142857,Georgia,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,2,563517,563517
11044,1995,13089,DeKalb,Georgia,7,6,1,CW_newspapers,NA,NA,0.857142857,Georgia,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,NA,NA,576656.5
11044,1996,13089,DeKalb,Georgia,7,6,1,CW_newspapers,NA,NA,0.857142857,Georgia,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,2,589796,589796
11044,1997,13089,DeKalb,Georgia,7,6,1,CW_newspapers,NA,NA,0.857142857,Georgia,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,NA,NA,591823
11044,1998,13089,DeKalb,Georgia,7,6,1,CW_newspapers,NA,NA,0.857142857,Georgia,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,2,593850,593850
11044,1999,13089,DeKalb,Georgia,7,6,1,CW_newspapers,NA,NA,0.857142857,Georgia,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,NA,NA,629857.5
11044,2000,13089,DeKalb,Georgia,7,6,1,CW_newspapers,NA,NA,0.857142857,Georgia,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,2,665865,665865
11044,2001,13089,DeKalb,Georgia,7,6,1,CW_newspapers,NA,NA,0.857142857,Georgia,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,NA,NA,671430.5
11044,2002,13089,DeKalb,Georgia,7,6,1,CW_newspapers,NA,NA,0.857142857,Georgia,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,3,676996,676996
11044,2003,13089,DeKalb,Georgia,7,6,1,CW_newspapers,NA,NA,0.857142857,Georgia,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,NA,NA,677317
11044,2004,13089,DeKalb,Georgia,7,6,1,CW_newspapers,NA,NA,0.857142857,Georgia,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,NA,NA,677638
11044,2005,13089,DeKalb,Georgia,7,6,1,CW_newspapers,NA,NA,0.857142857,Georgia,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,1,677959,677959
11044,2006,13089,DeKalb,Georgia,7,6,1,CW_newspapers,NA,NA,0.857142857,Georgia,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,1,723602,723602
11044,2007,13089,DeKalb,Georgia,7,6,1,CW_newspapers,NA,NA,0.857142857,Georgia,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,3,737093,737093
11044,2008,13089,DeKalb,Georgia,7,6,1,CW_newspapers,NA,NA,0.857142857,Georgia,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,NA,NA,722026.3333
11044,2009,13089,DeKalb,Georgia,7,6,1,CW_newspapers,NA,NA,0.857142857,Georgia,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,NA,NA,706959.6667
11044,2010,13089,DeKalb,Georgia,7,6,1,CW_newspapers,NA,NA,0.857142857,Georgia,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,6,691893,691893
11044,2011,13089,DeKalb,Georgia,7,6,1,RP,0,NA,0.857142857,GA,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,NA,NA,699964.3333
11044,2012,13089,DeKalb,Georgia,7,6,1,RP,0,NA,0.857142857,GA,7,1,FALSE,0.857142857,1,11,44,DEKALB,13,89,NA,NA,708035.6667
11044,2013,13089,DeKalb,Georgia,7,6,0,RP,1,NA,0.857142857,GA,7,0.857142857,FALSE,1,1,11,44,DEKALB,13,89,NA,NA,716107
11044,2014,13089,DeKalb,Georgia,7,6,0,RP,1,NA,0.857142857,GA,7,0.857142857,FALSE,1,1,11,44,DEKALB,13,89,NA,NA,724178.3333
11044,2015,13089,DeKalb,Georgia,7,6,0,RP,1,NA,0.857142857,GA,7,0.857142857,FALSE,1,1,11,44,DEKALB,13,89,NA,NA,732249.6667
11044,2016,13089,DeKalb,Georgia,7,6,0,RP,1,NA,0.857142857,GA,7,0.857142857,FALSE,1,1,11,44,DEKALB,13,89,NA,740321,740321
11056,1985,13113,Fayette County,Georgia,5,2,3,CW_newspapers,NA,NA,0.4,Georgia,5,1,FALSE,0.4,0,11,56,FAYETTE,13,113,1,39486,39486
11056,1986,13113,Fayette County,Georgia,5,2,3,CW_newspapers,NA,NA,0.4,Georgia,5,1,FALSE,0.4,0,11,56,FAYETTE,13,113,2,47324,47324
11056,1987,13113,Fayette County,Georgia,5,0,3,CW_newspapers,NA,NA,0,Georgia,5,0.6,FALSE,0,0,11,56,FAYETTE,13,113,NA,NA,51762
11056,1988,13113,Fayette County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,56,FAYETTE,13,113,2,56200,56200
11056,1989,13113,Fayette County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,56,FAYETTE,13,113,NA,NA,59307.5
11056,1990,13113,Fayette County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,56,FAYETTE,13,113,4,62415,62415
11056,1991,13113,Fayette County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,56,FAYETTE,13,113,NA,NA,64233.75
11056,1992,13113,Fayette County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,56,FAYETTE,13,113,NA,NA,66052.5
11056,1993,13113,Fayette County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,56,FAYETTE,13,113,NA,NA,67871.25
11056,1994,13113,Fayette County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,56,FAYETTE,13,113,2,69690,69690
11056,1995,13113,Fayette County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,56,FAYETTE,13,113,NA,NA,75790.5
11056,1996,13113,Fayette County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,56,FAYETTE,13,113,2,81891,81891
11056,1997,13113,Fayette County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,56,FAYETTE,13,113,NA,NA,85250
11056,1998,13113,Fayette County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,56,FAYETTE,13,113,2,88609,88609
11056,1999,13113,Fayette County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,56,FAYETTE,13,113,NA,NA,89936
11056,2000,13113,Fayette County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,56,FAYETTE,13,113,2,91263,91263
11056,2001,13113,Fayette County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,56,FAYETTE,13,113,NA,NA,93937
11056,2002,13113,Fayette County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,56,FAYETTE,13,113,3,96611,96611
11056,2003,13113,Fayette County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,56,FAYETTE,13,113,NA,NA,99156.66667
11056,2004,13113,Fayette County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,56,FAYETTE,13,113,NA,NA,101702.3333
11056,2005,13113,Fayette County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,56,FAYETTE,13,113,1,104248,104248
11056,2006,13113,Fayette County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,56,FAYETTE,13,113,1,106671,106671
11056,2007,13113,Fayette County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,56,FAYETTE,13,113,3,106144,106144
11056,2008,13113,Fayette County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,56,FAYETTE,13,113,NA,NA,106285
11056,2009,13113,Fayette,Georgia,5,0,5,RP,0,NA,0,GA,5,1,FALSE,0,0,11,56,FAYETTE,13,113,NA,NA,106426
11056,2010,13113,Fayette,Georgia,5,0,5,RP,0,NA,0,GA,5,1,FALSE,0,0,11,56,FAYETTE,13,113,6,106567,106567
11056,2011,13113,Fayette,Georgia,5,0,5,RP,0,NA,0,GA,5,1,FALSE,0,0,11,56,FAYETTE,13,113,NA,NA,107410.3333
11056,2012,13113,Fayette,Georgia,5,0,5,RP,0,NA,0,GA,5,1,FALSE,0,0,11,56,FAYETTE,13,113,NA,NA,108253.6667
11056,2013,13113,Fayette,Georgia,5,0,5,RP,0,NA,0,GA,5,1,FALSE,0,0,11,56,FAYETTE,13,113,NA,NA,109097
11056,2014,13113,Fayette,Georgia,5,0,5,RP,0,NA,0,GA,5,1,FALSE,0,0,11,56,FAYETTE,13,113,NA,NA,109940.3333
11056,2015,13113,Fayette,Georgia,5,1,4,RP,0,NA,0.2,GA,5,1,FALSE,0.2,0,11,56,FAYETTE,13,113,NA,NA,110783.6667
11056,2016,13113,Fayette,Georgia,5,1,4,RP,0,NA,0.2,GA,5,1,FALSE,0.2,0,11,56,FAYETTE,13,113,NA,111627,111627
11058,1995,13117,Forsyth County,Georgia,5,2,3,CW_newspapers,NA,NA,0.4,Georgia,5,1,FALSE,0.4,0,11,58,FORSYTH,13,117,NA,NA,64953
11058,1996,13117,Forsyth County,Georgia,5,2,3,CW_newspapers,NA,NA,0.4,Georgia,5,1,FALSE,0.4,0,11,58,FORSYTH,13,117,4,69127,69127
11058,1997,13117,Forsyth County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,58,FORSYTH,13,117,NA,NA,76447
11058,1998,13117,Forsyth County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,58,FORSYTH,13,117,NA,NA,83767
11058,1999,13117,Forsyth County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,58,FORSYTH,13,117,NA,NA,91087
11058,2000,13117,Forsyth County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,58,FORSYTH,13,117,2,98407,98407
11058,2001,13117,Forsyth County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,58,FORSYTH,13,117,NA,NA,107665.5
11058,2002,13117,Forsyth County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,58,FORSYTH,13,117,3,116924,116924
11058,2003,13117,Forsyth County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,58,FORSYTH,13,117,NA,NA,124747
11058,2004,13117,Forsyth County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,58,FORSYTH,13,117,NA,NA,132570
11058,2005,13117,Forsyth County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,58,FORSYTH,13,117,1,140393,140393
11058,2006,13117,Forsyth County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,58,FORSYTH,13,117,1,150968,150968
11058,2007,13117,Forsyth County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,58,FORSYTH,13,117,3,158914,158914
11058,2008,13117,Forsyth County,Georgia,5,0,5,CW_newspapers,NA,NA,0,Georgia,5,1,FALSE,0,0,11,58,FORSYTH,13,117,NA,NA,164446.3333
11058,2009,13117,Forsyth,Georgia,5,0,5,RP,0,NA,0,GA,5,1,FALSE,0,0,11,58,FORSYTH,13,117,NA,NA,169978.6667
11058,2010,13117,Forsyth,Georgia,5,0,5,RP,0,NA,0,GA,5,1,FALSE,0,0,11,58,FORSYTH,13,117,6,175511,175511
11058,2011,13117,Forsyth,Georgia,5,0,5,RP,0,NA,0,GA,5,1,FALSE,0,0,11,58,FORSYTH,13,117,NA,NA,183094
11058,2012,13117,Forsyth,Georgia,5,0,5,RP,0,NA,0,GA,5,1,FALSE,0,0,11,58,FORSYTH,13,117,NA,NA,190677
11058,2013,13117,Forsyth,Georgia,5,0,5,RP,0,NA,0,GA,5,1,FALSE,0,0,11,58,FORSYTH,13,117,NA,NA,198260
11058,2014,13117,Forsyth,Georgia,5,0,5,RP,0,NA,0,GA,5,1,FALSE,0,0,11,58,FORSYTH,13,117,NA,NA,205843
11058,2015,13117,Forsyth,Georgia,5,0,5,RP,0,NA,0,GA,5,1,FALSE,0,0,11,58,FORSYTH,13,117,NA,NA,213426
11058,2016,13117,Forsyth,Georgia,5,0,5,RP,0,NA,0,GA,5,1,FALSE,0,0,11,58,FORSYTH,13,117,NA,221009,221009
11060,1975,13121,Fulton,Georgia,7,6,1,RP,0,NA,0.857142857,GA,7,1,FALSE,0.857142857,1,11,60,FULTON,13,121,NA,NA,587581
11060,1976,13121,Fulton,Georgia,7,6,1,RP,0,NA,0.857142857,GA,7,1,FALSE,0.857142857,1,11,60,FULTON,13,121,2,580600,580600
11060,1977,13121,Fulton,Georgia,7,6,1,RP,0,NA,0.857142857,GA,7,1,FALSE,0.857142857,1,11,60,FULTON,13,121,NA,NA,573781.5
11060,1978,13121,Fulton,Georgia,7,6,1,RP,0,NA,0.857142857,GA,7,1,FALSE,0.857142857,1,11,60,FULTON,13,121,2,566963,566963
11060,1979,13121,Fulton,Georgia,7,6,1,RP,0,NA,0.857142857,GA,7,1,FALSE,0.857142857,1,11,60,FULTON,13,121,NA,NA,578433.5
11060,1980,13121,Fulton,Georgia,7,6,1,RP,0,NA,0.857142857,GA,7,1,FALSE,0.857142857,1,11,60,FULTON,13,121,3,589904,589904
11060,1981,13121,Fulton,Georgia,7,6,1,RP,0,NA,0.857142857,GA,7,1,FALSE,0.857142857,1,11,60,FULTON,13,121,NA,NA,593698.3333
11060,1982,13121,Fulton,Georgia,7,6,1,RP,0,NA,0.857142857,GA,7,1,FALSE,0.857142857,1,11,60,FULTON,13,121,NA,NA,597492.6667
11060,1983,13121,Fulton,Georgia,7,6,1,RP,0,NA,0.857142857,GA,7,1,FALSE,0.857142857,1,11,60,FULTON,13,121,2,601287,601287
11060,1984,13121,Fulton,Georgia,7,6,1,RP,0,NA,0.857142857,GA,7,1,FALSE,0.857142857,1,11,60,FULTON,13,121,NA,NA,608062.5
11060,1985,13121,Fulton,Georgia,7,6,1,RP,0,NA,0.857142857,GA,7,1,FALSE,0.857142857,1,11,60,FULTON,13,121,1,614838,614838
11060,1986,13121,Fulton,Georgia,7,6,1,RP,0,NA,0.857142857,GA,7,1,FALSE,0.857142857,1,11,60,FULTON,13,121,2,622724,622724
11060,1987,13121,Fulton,Georgia,7,6,1,RP,0,NA,0.857142857,GA,7,1,FALSE,0.857142857,1,11,60,FULTON,13,121,NA,NA,631762
11060,1988,13121,Fulton,Georgia,7,6,1,RP,0,NA,0.857142857,GA,7,1,FALSE,0.857142857,1,11,60,FULTON,13,121,2,640800,640800
11060,1989,13121,Fulton,Georgia,7,6,1,RP,0,NA,0.857142857,GA,7,1,FALSE,0.857142857,1,11,60,FULTON,13,121,NA,NA,644875.5
11060,1990,13121,Fulton,Georgia,7,6,1,RP,0,NA,0.857142857,GA,7,1,FALSE,0.857142857,1,11,60,FULTON,13,121,4,648951,648951
11060,1991,13121,Fulton,Georgia,7,6,1,RP,0,NA,0.857142857,GA,7,1,FALSE,0.857142857,1,11,60,FULTON,13,121,NA,NA,653154.5
11060,1992,13121,Fulton,Georgia,7,6,1,RP,0,NA,0.857142857,GA,7,1,FALSE,0.857142857,1,11,60,FULTON,13,121,NA,NA,657358
11060,1993,13121,Fulton,Georgia,7,6,1,RP,0,NA,0.857142857,GA,7,1,FALSE,0.857142857,1,11,60,FULTON,13,121,NA,NA,661561.5
11060,1994,13121,Fulton,Georgia,7,6,1,RP,0,NA,0.857142857,GA,7,1,FALSE,0.857142857,1,11,60,FULTON,13,121,2,665765,665765
11060,1995,13121,Fulton,Georgia,7,4,2,RP,1,NA,0.571428571,GA,7,0.857142857,FALSE,0.666666667,1,11,60,FULTON,13,121,NA,NA,692050.5
11060,1996,13121,Fulton,Georgia,7,4,2,RP,1,NA,0.571428571,GA,7,0.857142857,FALSE,0.666666667,1,11,60,FULTON,13,121,2,718336,718336
11060,1997,13121,Fulton,Georgia,7,4,2,RP,1,NA,0.571428571,GA,7,0.857142857,FALSE,0.666666667,1,11,60,FULTON,13,121,NA,NA,728851.5
11060,1998,13121,Fulton,Georgia,7,4,2,RP,1,NA,0.571428571,GA,7,0.857142857,FALSE,0.666666667,1,11,60,FULTON,13,121,2,739367,739367
11060,1999,13121,Fulton,Georgia,7,4,3,RP,0,NA,0.571428571,GA,7,1,FALSE,0.571428571,1,11,60,FULTON,13,121,NA,NA,777686.5
11060,2000,13121,Fulton,Georgia,7,4,3,RP,0,NA,0.571428571,GA,7,1,FALSE,0.571428571,1,11,60,FULTON,13,121,2,816006,816006
11060,2001,13121,Fulton,Georgia,7,4,3,RP,0,NA,0.571428571,GA,7,1,FALSE,0.571428571,1,11,60,FULTON,13,121,NA,NA,820718.5
11060,2002,13121,Fulton,Georgia,7,4,3,RP,0,NA,0.571428571,GA,7,1,FALSE,0.571428571,1,11,60,FULTON,13,121,3,825431,825431
11060,2003,13121,Fulton,Georgia,7,3,4,RP,0,NA,0.428571429,GA,7,1,FALSE,0.428571429,0,11,60,FULTON,13,121,NA,NA,855495
11060,2004,13121,Fulton,Georgia,7,3,4,RP,0,NA,0.428571429,GA,7,1,FALSE,0.428571429,0,11,60,FULTON,13,121,NA,NA,885559
11060,2005,13121,Fulton,Georgia,7,3,4,RP,0,NA,0.428571429,GA,7,1,FALSE,0.428571429,0,11,60,FULTON,13,121,1,915623,915623
11060,2006,13121,Fulton,Georgia,7,3,4,RP,0,NA,0.428571429,GA,7,1,FALSE,0.428571429,0,11,60,FULTON,13,121,1,960009,960009
11060,2007,13121,Fulton,Georgia,7,5,1,RP,1,NA,0.714285714,GA,7,0.857142857,FALSE,0.833333333,1,11,60,FULTON,13,121,3,992137,992137
